County,meanPovertyRate,meanFamilyIncome,percentLowFoodAccess
Edgefield County,15.6,62960.0,0.0
Edmonson County,34.2,52693.666666666664,0.0
Edmunds County,5.75,76312.5,0.0
Edwards County,9.05,62007.0,16.666666666666664
Effingham County,10.333333333333334,72992.27777777778,11.11111111111111
El Dorado County,9.342857142857142,97864.07142857143,4.761904761904762
El Paso County,18.482817869415808,62083.903114186855,21.305841924398624
Elbert County,10.75,80477.08333333333,25.0
Elk County,10.33,66429.5,10.0
Elkhart County,14.60277777777778,62049.97222222222,19.444444444444446
Elko County,12.514285714285714,78235.71428571429,7.142857142857142
Elliott County,32.55,33926.0,0.0
Ellis County,10.971794871794872,78741.79487179487,15.384615384615385
Ellsworth County,11.0,68468.5,0.0
Elmore County,13.175,66291.1,15.0
Emanuel County,27.46666666666667,43144.666666666664,66.66666666666666
Emery County,12.9,64942.0,33.33333333333333
Emmet County,10.483333333333333,68495.0,16.666666666666664
Emmons County,10.2,62200.0,100.0
Emporia city,29.2,42979.0,0.0
Erath County,18.262500000000003,68120.625,50.0
Erie County,16.787692307692307,68915.02515723271,16.615384615384617
Escambia County,16.125,62030.2625,23.75
Esmeralda County,7.2,45417.0,100.0
Essex County,15.237084398976982,88068.25839793282,5.3708439897698215
Estill County,31.275,40076.75,0.0
Etowah County,21.596666666666668,51122.433333333334,30.0
Eureka County,7.7,90486.0,0.0
Evangeline Parish,27.825,40675.625,12.5
Evans County,27.166666666666668,49365.333333333336,0.0
Fairbanks North Star Borough,8.663157894736841,86370.36842105263,10.526315789473683
Fairfax County,5.733852140077821,144664.07450980393,1.1673151750972763
Fairfax city,8.58,137178.6,0.0
Fairfield County,9.900411522633746,118718.30991735538,8.641975308641975
Fall River County,14.9,62778.0,50.0
Fallon County,9.7,81023.0,0.0
Falls Church city,2.6333333333333333,181144.0,0.0
Falls County,26.150000000000002,50015.833333333336,16.666666666666664
Fannin County,13.1,62099.21428571428,14.285714285714285
Faribault County,11.233333333333334,67150.5,16.666666666666664
Faulk County,12.8,79150.0,0.0
Faulkner County,18.064,66316.48,16.0
Fauquier County,6.264705882352941,113127.58823529411,0.0
Fayette County,16.743781094527364,70504.18090452261,14.427860696517413
Fentress County,21.7,42456.75,0.0
Fergus County,14.05,60782.0,50.0
Ferry County,20.233333333333334,50982.0,66.66666666666666
Fillmore County,11.0375,73676.125,0.0
Finney County,14.700000000000001,66190.0,16.666666666666664
Fisher County,16.05,59490.5,0.0
Flagler County,11.74,63587.4,10.0
Flathead County,12.321052631578947,67437.73684210527,10.526315789473683
Fleming County,16.85,51499.25,25.0
Florence County,19.01142857142857,57737.0,14.285714285714285
Floyd County,18.35666666666667,59814.96666666667,23.333333333333332
Fluvanna County,5.375,88575.0,0.0
Foard County,6.9,54306.0,100.0
Fond du Lac County,9.434999999999999,72779.2,15.0
Ford County,14.383333333333333,63083.416666666664,25.0
Forest County,15.214285714285714,50591.28571428572,57.14285714285714
Forrest County,28.352941176470587,49106.0,35.294117647058826
Forsyth County,15.399999999999999,81978.55474452555,17.391304347826086
Fort Bend County,9.575000000000001,100128.50666666667,13.157894736842104
Foster County,7.2,77891.0,0.0
Fountain County,12.36,61390.6,0.0
Franklin County,17.137090163934424,69094.13043478261,15.368852459016393
Franklin Parish,26.21666666666667,47383.5,66.66666666666666
Franklin city,18.45,50240.5,100.0
Frederick County,7.069333333333334,103476.76,6.666666666666667
Fredericksburg city,19.383333333333333,90374.8,33.33333333333333
Freeborn County,12.03,63150.1,20.0
Freestone County,17.771428571428572,59328.0,42.857142857142854
Fremont County,12.066666666666666,64526.0,20.0
Fresno County,24.443718592964824,61192.30456852792,13.5678391959799
Frio County,20.3,45384.666666666664,66.66666666666666
Frontier County,10.3,63571.0,0.0
Fulton County,18.025099601593627,86971.81451612903,18.725099601593627
Furnas County,10.9,62333.0,0.0
Gadsden County,24.466666666666665,50626.77777777778,22.22222222222222
Gage County,10.271428571428572,67953.42857142857,14.285714285714285
Gaines County,13.866666666666667,66071.66666666667,0.0
Galax city,26.85,43204.5,0.0
Gallatin County,13.876923076923077,77971.80769230769,7.6923076923076925
Gallia County,21.928571428571427,57880.28571428572,42.857142857142854
Galveston County,16.125757575757575,77709.01515151515,16.666666666666664
Garden County,9.1,64044.0,0.0
Garfield County,11.417857142857143,72315.0,0.0
Garland County,21.619999999999997,52255.3,25.0
Garrard County,18.825,58781.0,0.0
Garrett County,9.557142857142859,61890.857142857145,14.285714285714285
Garvin County,16.12222222222222,56225.11111111111,0.0
Garza County,17.7,63184.0,0.0
Gasconade County,9.540000000000001,64735.6,0.0
Gaston County,16.244615384615386,61286.38461538462,21.53846153846154
Gates County,11.6,64659.0,33.33333333333333
Geary County,14.5625,54031.125,62.5
Geauga County,6.7285714285714295,93560.33333333333,4.761904761904762
Gem County,18.400000000000002,50564.0,33.33333333333333
Genesee County,21.491724137931037,57459.40972222222,21.379310344827587
Geneva County,22.683333333333334,51000.666666666664,16.666666666666664
Gentry County,17.3,55141.0,0.0
George County,16.9,58690.4,20.0
Georgetown County,18.849999999999998,60549.92857142857,28.57142857142857
Gibson County,13.619047619047619,57254.4,19.047619047619047
Gila County,21.65,48177.1875,37.5
Gilchrist County,15.919999999999998,53036.6,0.0
Giles County,13.391666666666667,56839.5,0.0
Gillespie County,11.68,69605.6,0.0
Gilliam County,10.7,52917.0,100.0
Gilmer County,17.142857142857142,57772.71428571428,28.57142857142857
Gilpin County,4.1,90424.0,0.0
Glacier County,29.625,56345.0,75.0
Glades County,14.666666666666666,47957.0,100.0
Gladwin County,17.700000000000003,52372.333333333336,33.33333333333333
Glascock County,18.3,52000.0,100.0
Glasscock County,9.5,75583.0,0.0
Glenn County,18.0,58636.0,33.33333333333333
Gloucester County,8.37605633802817,97577.49295774648,7.042253521126761
Glynn County,17.779999999999998,68761.46666666666,33.33333333333333
Gogebic County,16.985714285714284,55274.28571428572,14.285714285714285
Golden Valley County,10.5,59323.5,50.0
Goliad County,17.1,77930.5,0.0
Gonzales County,15.516666666666666,59487.166666666664,16.666666666666664
Goochland County,6.539999999999999,100867.2,0.0
Goodhue County,9.280000000000001,83093.8,10.0
Gooding County,15.899999999999999,60619.5,0.0
Gordon County,19.544444444444444,51424.11111111111,33.33333333333333
Goshen County,11.275,69323.75,0.0
Gosper County,5.1,82697.0,0.0
Gove County,11.45,61778.0,50.0
Grady County,17.46875,58724.125,6.25
Grafton County,9.38421052631579,85966.21052631579,15.789473684210526
Graham County,18.728571428571428,57220.42857142857,21.428571428571427
Grainger County,18.740000000000002,52394.4,0.0
Grand County,10.48,71078.0,0.0
Grand Forks County,16.616666666666664,73852.77777777778,22.22222222222222
Grand Isle County,7.75,85179.0,0.0
Grand Traverse County,9.8125,78565.8125,6.25
Granite County,8.2,55691.0,0.0
Grant County,15.836,60039.56,30.666666666666664
Grant Parish,21.16,49836.0,40.0
Granville County,14.215384615384616,62588.5,23.076923076923077
Gratiot County,16.38,55938.88888888889,30.0
Graves County,16.700000000000003,57718.444444444445,22.22222222222222
Gray County,15.544444444444444,61276.22222222222,22.22222222222222
Grays Harbor County,17.125,58750.8125,31.25
Grayson County,17.489473684210527,58424.55263157895,26.31578947368421
Greeley County,9.0,61347.0,0.0
Green County,11.008333333333333,68295.66666666667,25.0
Green Lake County,11.049999999999999,68566.66666666667,0.0
Greenbrier County,18.714285714285715,50602.28571428572,14.285714285714285
Greene County,17.312637362637364,62588.68508287293,11.538461538461538
Greenlee County,12.733333333333334,63641.0,0.0
Greensville County,11.033333333333331,56618.5,0.0
Greenup County,16.355555555555554,58520.444444444445,11.11111111111111
Greenville County,14.486486486486486,70097.4054054054,16.216216216216218
Greenwood County,19.076470588235296,55222.64705882353,5.88235294117647
Greer County,20.9,57212.5,50.0
Gregg County,18.215999999999998,60512.333333333336,36.0
Gregory County,13.9,63082.5,0.0
Grenada County,26.880000000000003,46126.8,20.0
Griggs County,8.1,74722.0,0.0
Grimes County,23.53333333333333,62037.6,50.0
Grundy County,12.140909090909092,72458.31818181818,13.636363636363635
Guadalupe County,9.926666666666668,77661.13333333333,13.333333333333334
Guernsey County,21.27,53654.8,30.0
Guilford County,17.449152542372882,67627.46610169491,15.254237288135593
Gulf County,13.666666666666666,56743.333333333336,0.0
Gunnison County,13.45,77908.5,25.0
Guthrie County,11.066666666666668,69775.66666666667,0.0
Gwinnett County,12.346017699115043,75225.2831858407,15.929203539823009
Haakon County,13.3,39861.0,100.0
Habersham County,13.5375,59522.625,12.5
Haines Borough,9.0,76719.0,0.0
Hale County,21.013333333333332,52023.933333333334,13.333333333333334
Halifax County,20.866666666666667,48840.0,47.61904761904761
Hall County,14.01372549019608,68348.60784313726,13.725490196078432
Hamblen County,21.291666666666668,50246.5,50.0
Hamilton County,16.673972602739727,76633.6675900277,16.164383561643834
Hamlin County,5.75,69220.5,0.0
Hampden County,19.230097087378642,67428.29126213593,11.650485436893204
Hampshire County,14.551219512195123,88513.71052631579,31.70731707317073
Hampton County,18.36,46845.6,20.0
Hampton city,17.87878787878788,64007.36363636364,21.21212121212121
Hancock County,12.327397260273973,66978.20547945205,19.17808219178082
Hand County,9.15,72539.0,0.0
Hanover County,6.065217391304348,101080.43478260869,4.3478260869565215
Hansford County,12.75,43600.0,0.0
Hanson County,6.7,76174.0,0.0
Haralson County,15.9,53230.2,20.0
Hardee County,25.21666666666667,50509.166666666664,50.0
Hardeman County,19.67142857142857,49529.42857142857,28.57142857142857
Hardin County,14.731481481481481,64806.67924528302,14.814814814814813
Harding County,13.4,52734.5,50.0
Hardy County,10.933333333333332,55626.333333333336,0.0
Harford County,7.60701754385965,103379.31578947368,3.508771929824561
Harlan County,31.733333333333334,38056.083333333336,8.333333333333332
Harmon County,15.7,52396.0,0.0
Harnett County,17.581481481481482,58962.25925925926,14.814814814814813
Harney County,14.700000000000001,55507.0,50.0
Harper County,13.7,62524.2,20.0
Harris County,17.479772439949432,77160.4917407878,15.170670037926676
Harrison County,18.41809523809524,59651.961165048546,25.71428571428571
Harrisonburg city,24.172727272727272,67305.36363636363,18.181818181818183
Hart County,19.07,51203.6,10.0
Hartford County,13.083856502242151,90865.77727272727,4.932735426008969
Hartley County,6.3,66161.0,0.0
Harvey County,11.399999999999999,68994.83333333333,0.0
Haskell County,18.785714285714285,53858.57142857143,28.57142857142857
Hawaii County,17.1030303030303,68048.78787878787,30.303030303030305
Hawkins County,19.161538461538463,51624.38461538462,15.384615384615385
Hayes County,12.4,64286.0,0.0
Hays County,17.916,82822.45833333333,4.0
Haywood County,14.640909090909092,59130.04761904762,13.636363636363635
Heard County,15.0,59103.666666666664,0.0
Hemphill County,14.0,67257.0,0.0
Hempstead County,23.64,49583.4,40.0
Henderson County,15.915873015873016,60038.22222222222,9.523809523809524
Hendricks County,6.233333333333333,88005.42857142857,4.761904761904762
Hendry County,27.583333333333332,45813.166666666664,33.33333333333333
Hennepin County,12.003010033444816,99142.41496598639,6.0200668896321075
Henrico County,10.438095238095238,88771.79365079365,11.11111111111111
Henry County,15.267961165048543,61894.71844660194,19.41747572815534
Herkimer County,15.110526315789471,65770.68421052632,10.526315789473683
Hernando County,14.681818181818182,54348.431818181816,27.27272727272727
Hertford County,22.14,48157.6,40.0
Hettinger County,9.6,67839.5,50.0
Hickman County,17.085714285714285,52414.28571428572,14.285714285714285
Hickory County,16.533333333333335,48479.666666666664,0.0
Hidalgo County,31.599122807017544,43087.62831858407,54.385964912280706
Highland County,20.1,54375.5,20.0
Highlands County,17.096153846153847,45867.458333333336,30.76923076923077
Hill County,17.41176470588235,57014.529411764706,5.88235294117647
Hillsborough County,15.100997506234414,76029.38363171356,12.718204488778055
Hillsdale County,16.191666666666666,57327.833333333336,16.666666666666664
Hinds County,26.11875,51450.640625,37.5
Hinsdale County,13.0,64196.0,0.0
Hitchcock County,12.7,56375.0,100.0
Hocking County,13.657142857142857,62665.28571428572,14.285714285714285
Hockley County,15.471428571428572,60481.42857142857,42.857142857142854
Hodgeman County,11.6,70938.0,0.0
Hoke County,23.525,49842.125,25.0
Holmes County,24.54705882352941,51461.529411764706,23.52941176470588
Holt County,10.614285714285714,65478.57142857143,0.0
Honolulu County,8.705857740585774,99299.00438596492,7.949790794979079
Hood County,11.32,73632.9,10.0
Hood River County,10.425,71671.25,0.0
Hooker County,17.0,59167.0,100.0
Hoonah-Angoon Census Area,11.2,63672.0,50.0
Hopewell city,22.383333333333336,49607.0,50.0
Hopkins County,18.51904761904762,58216.04761904762,4.761904761904762
Horry County,15.653521126760564,58371.3,11.267605633802818
Hot Spring County,17.685714285714287,50382.71428571428,28.57142857142857
Hot Springs County,14.95,70459.5,0.0
Houghton County,19.68,61410.5,20.0
Houston County,19.136666666666667,57585.63333333333,25.0
Howard County,9.99375,107416.92708333333,11.458333333333332
Howell County,22.0375,45855.0,37.5
Hubbard County,10.257142857142856,65061.28571428572,28.57142857142857
Hudson County,16.452121212121213,84679.87804878049,0.0
Hudspeth County,28.2,31165.0,100.0
Huerfano County,16.2,51968.5,0.0
Hughes County,16.811111111111114,66999.77777777778,11.11111111111111
Humboldt County,18.273684210526316,63807.76315789474,21.052631578947366
Humphreys County,26.0,47092.625,25.0
Hunt County,18.836842105263155,66874.15789473684,21.052631578947366
Hunterdon County,5.165384615384616,136242.84615384616,0.0
Huntingdon County,12.858333333333334,59660.75,0.0
Huntington County,10.544444444444444,62326.444444444445,11.11111111111111
Huron County,13.036,60209.0,16.0
Hutchinson County,15.84,61132.9,0.0
Hyde County,18.35,54735.0,50.0
Iberia Parish,23.113333333333333,54341.666666666664,6.666666666666667
Iberville Parish,17.728571428571428,57537.57142857143,14.285714285714285
Ida County,10.566666666666666,73814.33333333333,0.0
Idaho County,13.52,50685.2,40.0
Imperial County,26.58709677419355,53697.933333333334,29.03225806451613
Independence County,17.5375,54804.875,25.0
Indian River County,11.341379310344827,71789.4827586207,13.793103448275861
Indiana County,19.004347826086956,62231.77272727273,0.0
Ingham County,19.7975,68519.0,31.25
Inyo County,9.216666666666667,74352.83333333333,16.666666666666664
Ionia County,12.399999999999999,62060.583333333336,7.6923076923076925
Iosco County,16.655555555555555,50649.333333333336,22.22222222222222
Iowa County,8.26,75186.6,0.0
Iredell County,12.675,73019.43181818182,11.363636363636363
Irion County,14.8,76389.0,0.0
Iron County,17.555,56194.25,30.0
Iroquois County,13.633333333333333,64892.666666666664,33.33333333333333
Irwin County,24.450000000000003,48518.5,0.0
Isabella County,27.866666666666667,65721.92307692308,13.333333333333334
Isanti County,7.2125,80700.75,25.0
Island County,9.857142857142858,75882.57142857143,9.523809523809524
Isle of Wight County,10.275,86419.625,0.0
Issaquena County,41.7,37222.0,0.0
Itasca County,12.736363636363636,66090.63636363637,36.36363636363637
Itawamba County,16.32,50638.6,20.0
Izard County,16.725,49650.25,0.0
Jack County,14.466666666666669,64434.333333333336,33.33333333333333
Jackson County,17.704215456674472,63149.11820330969,20.140515222482435
Jackson Parish,26.04,48038.8,40.0
James City County,8.445454545454545,96562.36363636363,9.090909090909092
Jasper County,16.088524590163935,58839.39344262295,18.0327868852459
Jay County,16.485714285714288,59910.857142857145,42.857142857142854
Jeff Davis County,16.3,49987.5,50.0
Jefferson County,15.640176322418135,71689.0943877551,17.632241813602015
Jefferson Davis County,25.866666666666664,40650.333333333336,33.33333333333333
Jefferson Davis Parish,21.414285714285715,51772.42857142857,14.285714285714285
Jefferson Parish,15.564516129032258,68414.29032258065,12.096774193548388
Jenkins County,27.6,44124.0,0.0
Jennings County,15.9,60089.833333333336,33.33333333333333
Jerauld County,8.3,66406.0,0.0
Jerome County,20.499999999999996,55516.4,40.0
Jersey County,10.450000000000001,75975.0,0.0
Jessamine County,17.98888888888889,67471.33333333333,11.11111111111111
Jewell County,16.75,51606.0,50.0
Jim Hogg County,27.25,43331.0,50.0
Jim Wells County,22.985714285714288,52703.42857142857,57.14285714285714
Jo Daviess County,8.200000000000001,73002.16666666667,16.666666666666664
Johnson County,10.682157676348549,89953.32203389831,8.29875518672199
Johnston County,16.142857142857142,60129.46428571428,7.142857142857142
Jones County,17.16,58810.51515151515,20.0
Josephine County,19.05625,51049.0,37.5
Juab County,11.35,69194.5,0.0
Judith Basin County,13.7,58750.0,0.0
Juneau City and Borough,8.549999999999999,111953.5,0.0
Juneau County,14.228571428571428,62211.142857142855,28.57142857142857
Juniata County,12.22,63050.4,20.0
Kalamazoo County,17.74561403508772,71858.87719298246,17.543859649122805
Kalawao County,10.6,123750.0,0.0
Kalkaska County,16.36,53782.6,0.0
Kanabec County,10.9,62973.25,50.0
Kanawha County,18.89433962264151,60980.38461538462,15.09433962264151
Kandiyohi County,10.333333333333334,71889.16666666667,16.666666666666664
Kane County,10.838095238095239,86756.30952380953,5.952380952380952
Kankakee County,16.56551724137931,67483.55172413793,17.24137931034483
Karnes County,17.25,66714.75,50.0
Kauai County,9.15,83543.69230769231,0.0
Kaufman County,14.91111111111111,71750.27777777778,22.22222222222222
Kay County,17.872727272727275,58249.09090909091,27.27272727272727
Kearney County,10.85,76479.5,0.0
Kearny County,19.9,57045.0,0.0
Keith County,13.266666666666666,60326.666666666664,0.0
Kemper County,28.950000000000003,33951.5,100.0
Kenai Peninsula Borough,12.676923076923078,81176.38461538461,23.076923076923077
Kendall County,5.58125,96153.3125,6.25
Kenedy County,7.1,40625.0,100.0
Kennebec County,13.641935483870968,66890.93548387097,3.225806451612903
Kenosha County,15.208571428571426,71819.74285714286,22.857142857142858
Kent County,12.861463414634146,75894.36274509804,6.829268292682928
Kenton County,14.717073170731707,72654.82926829268,9.75609756097561
Keokuk County,10.45,67563.5,0.0
Kern County,22.325165562913906,59689.51369863014,17.880794701986755
Kerr County,12.34,64100.8,10.0
Kershaw County,17.21333333333333,57555.066666666666,40.0
Ketchikan Gateway Borough,10.375,85370.5,0.0
Kewaunee County,9.2,75992.0,0.0
Keweenaw County,11.9,65125.0,0.0
Keya Paha County,6.1,55250.0,100.0
Kidder County,10.0,62132.0,100.0
Kimball County,9.5,61577.0,0.0
Kimble County,22.15,52310.5,0.0
King County,9.83316582914573,115010.6523929471,5.527638190954774
King George County,5.779999999999999,98674.0,0.0
King William County,10.325,73962.25,0.0
King and Queen County,16.3,64276.0,50.0
Kingfisher County,10.325,71318.5,0.0
Kingman County,7.8999999999999995,70777.66666666667,0.0
Kings County,19.576824583866838,74595.20546163848,0.6402048655569782
Kingsbury County,9.3,70410.5,0.0
Kinney County,18.6,54083.0,100.0
Kiowa County,16.94,53940.6,20.0
Kit Carson County,8.966666666666667,62773.0,66.66666666666666
Kitsap County,10.46111111111111,84712.75471698113,11.11111111111111
Kittitas County,19.275,71774.5,50.0
Kittson County,10.45,73493.0,50.0
Klamath County,20.065,53499.85,30.0
Kleberg County,26.48,53417.2,60.0
Klickitat County,15.633333333333333,63518.666666666664,33.33333333333333
Knott County,33.64,36985.6,0.0
Knox County,17.057714285714287,67921.11627906977,16.57142857142857
Kodiak Island Borough,10.059999999999999,87142.2,0.0
Koochiching County,16.025,64163.75,75.0
Kootenai County,12.7,67507.88,0.0
Kosciusko County,10.436842105263159,66931.94736842105,0.0
Kossuth County,10.116666666666665,67613.16666666667,0.0
Kusilvak Census Area,40.5,35354.0,0.0
La Crosse County,15.272,73626.56,8.0
La Paz County,18.237499999999997,47722.28571428572,50.0
La Plata County,8.61,88166.9,0.0
La Salle County,12.1,53699.0,100.0
LaGrange County,7.1,68571.0,0.0
LaMoure County,11.25,76321.5,0.0
LaPorte County,17.5,63285.71428571428,28.57142857142857
LaSalle County,13.910714285714286,68444.71428571429,17.857142857142858
LaSalle Parish,21.26666666666667,49592.333333333336,33.33333333333333
Labette County,18.775,55283.875,12.5
Lac qui Parle County,8.766666666666667,65719.66666666667,33.33333333333333
Lackawanna County,16.640677966101695,65772.15254237287,3.389830508474576
Laclede County,16.133333333333333,55341.333333333336,50.0
Lafayette County,18.773076923076925,63924.0,26.923076923076923
Lafayette Parish,18.797619047619047,68863.19047619047,21.428571428571427
Lafourche Parish,15.886956521739132,65751.56521739131,8.695652173913043
Lake County,14.092180094786729,81470.43230403801,13.507109004739338
Lake and Peninsula Borough,15.9,48984.0,100.0
Lake of the Woods County,10.45,65363.0,0.0
Lamar County,19.103846153846153,59342.5,30.76923076923077
Lamb County,21.48,51821.2,20.0
Lamoille County,14.157142857142857,72736.85714285714,0.0
Lampasas County,11.620000000000001,70313.6,20.0
Lancaster County,12.632804232804233,74197.72677595628,9.523809523809524
Lander County,14.9,102390.0,0.0
Lane County,18.16206896551724,65936.3448275862,14.942528735632186
Langlade County,13.583333333333334,60496.166666666664,50.0
Lanier County,23.65,46863.0,0.0
Lapeer County,10.216666666666667,68519.26086956522,12.5
Laramie County,9.760000000000002,77803.5,20.0
Larimer County,14.484931506849316,84607.70833333333,8.21917808219178
Larue County,15.149999999999999,50000.0,25.0
Las Animas County,17.533333333333335,54731.5,50.0
Lassen County,16.188888888888886,64826.444444444445,33.33333333333333
Latah County,18.771428571428572,69451.14285714286,42.857142857142854
Latimer County,17.900000000000002,52580.333333333336,0.0
Lauderdale County,21.75,53224.142857142855,24.0
Laurel County,23.146153846153844,49860.61538461538,30.76923076923077
Laurens County,22.636666666666667,49776.166666666664,26.666666666666668
Lavaca County,11.483333333333334,68495.83333333333,16.666666666666664
Lawrence County,17.264761904761905,56027.77142857143,17.142857142857142
Le Flore County,22.508333333333336,49317.166666666664,41.66666666666667
Le Sueur County,8.916666666666666,81223.0,16.666666666666664
Lea County,15.86111111111111,66378.33333333333,22.22222222222222
Leake County,24.78,44407.8,40.0
Leavenworth County,10.04375,79825.8125,18.75
Lebanon County,10.932258064516128,68972.29032258065,6.451612903225806
Lee County,16.243173431734316,65679.5895522388,18.45018450184502
Leelanau County,6.783333333333334,76766.5,0.0
Leflore County,37.725,37599.75,62.5
Lehigh County,13.494736842105262,73591.55263157895,3.9473684210526314
Lemhi County,13.066666666666668,56975.0,33.33333333333333
Lenawee County,13.082608695652173,64235.95652173913,17.391304347826086
Lenoir County,26.753333333333334,44763.0,26.666666666666668
Leon County,22.61549295774648,67366.31884057971,21.12676056338028
Leslie County,36.3,37530.333333333336,33.33333333333333
Letcher County,31.928571428571427,36651.857142857145,0.0
Levy County,22.355555555555554,47298.88888888889,22.22222222222222
Lewis County,16.73777777777778,57203.6,20.0
Lewis and Clark County,11.064285714285715,78291.42857142857,7.142857142857142
Lexington County,13.072602739726026,72772.21917808219,8.21917808219178
Lexington city,21.6,69677.0,0.0
Liberty County,15.399999999999999,54835.48387096774,29.03225806451613
Licking County,12.859375,73687.21875,18.75
Limestone County,17.254166666666666,61232.916666666664,29.166666666666668
Lincoln County,14.087586206896551,64688.979310344825,11.724137931034482
Lincoln Parish,31.360000000000003,54928.0,50.0
Linn County,12.563013698630137,70510.71232876713,13.698630136986301
Lipscomb County,11.75,72795.0,0.0
Litchfield County,7.294117647058823,99037.35294117648,5.88235294117647
Little River County,15.9,58380.5,0.0
Live Oak County,15.775,60481.0,0.0
Livingston County,8.692473118279569,86235.62637362638,7.526881720430108
Livingston Parish,13.047058823529412,72022.5294117647,5.88235294117647
Llano County,10.85,67344.0,33.33333333333333
Logan County,15.868421052631579,61160.19298245614,21.052631578947366
Long County,20.9,61889.0,0.0
Lonoke County,13.025,64694.625,6.25
Lorain County,16.736986301369864,65470.27777777778,17.80821917808219
Los Alamos County,5.8,136094.25,0.0
Los Angeles County,16.242245072836333,79980.20417936439,2.6135389888603253
Loudon County,11.99,63689.4,10.0
Loudoun County,3.9815384615384617,147354.9375,1.5384615384615385
Louisa County,12.522222222222222,71238.77777777778,0.0
Loup County,8.2,64375.0,0.0
Love County,15.6,60988.0,0.0
Loving County,18.6,101042.0,0.0
Lowndes County,25.667441860465118,54975.32558139535,27.906976744186046
Lubbock County,20.916417910447763,65431.578125,17.91044776119403
Lucas County,23.566412213740456,57076.515384615384,16.030534351145036
Luce County,15.75,55000.0,50.0
Lumpkin County,17.125,56702.25,0.0
Luna County,30.333333333333332,41379.166666666664,66.66666666666666
Lunenburg County,18.666666666666668,53858.333333333336,0.0
Luzerne County,15.695192307692308,64592.728155339806,3.8461538461538463
Lycoming County,15.168965517241379,64507.34482758621,17.24137931034483
Lyman County,25.25,51267.5,0.0
Lynchburg city,23.00526315789474,54547.73684210526,31.57894736842105
Lynn County,18.266666666666666,53420.0,33.33333333333333
Lyon County,13.516666666666667,65852.9,10.0
Mackinac County,15.580000000000002,56267.0,40.0
Macomb County,13.521860465116278,71524.22169811321,11.162790697674419
Macon County,20.101470588235294,55999.62686567164,23.52941176470588
Macoupin County,12.899999999999999,68076.84615384616,7.6923076923076925
Madera County,20.67391304347826,58921.47826086957,13.043478260869565
Madison County,16.695899053627762,68428.24444444444,25.236593059936908
Madison Parish,37.46,35314.2,0.0
Magoffin County,28.7,39059.0,0.0
Mahaska County,14.814285714285715,65175.28571428572,14.285714285714285
Mahnomen County,20.9,54167.0,50.0
Mahoning County,22.995714285714286,53238.8,34.285714285714285
Major County,12.933333333333332,64910.0,0.0
Malheur County,21.685714285714287,52236.0,14.285714285714285
Manassas Park city,9.8,88589.5,50.0
Manassas city,8.071428571428571,89926.14285714286,14.285714285714285
Manatee County,12.691025641025641,70121.85897435897,12.82051282051282
Manistee County,12.8,59906.88888888889,0.0
Manitowoc County,11.38421052631579,67273.15789473684,21.052631578947366
Marathon County,10.614814814814816,70300.88888888889,11.11111111111111
Marengo County,23.349999999999998,50807.833333333336,66.66666666666666
Maricopa County,15.096933187294633,76951.67663344408,10.624315443592552
Maries County,16.26666666666667,57757.333333333336,0.0
Marin County,7.3,152115.87037037036,0.0
Marinette County,12.783333333333333,59345.333333333336,33.33333333333333
Marion County,19.248131868131868,59104.37306843267,23.956043956043956
Mariposa County,14.133333333333333,67173.0,0.0
Marlboro County,25.17142857142857,44863.57142857143,28.57142857142857
Marquette County,17.486206896551725,64688.862068965514,6.896551724137931
Marshall County,14.736470588235292,60538.44705882353,18.823529411764707
Martin County,12.67962962962963,72645.51851851853,16.666666666666664
Martinsville city,26.380000000000003,43426.8,40.0
Mason County,15.973170731707317,60543.243902439026,17.073170731707318
Massac County,19.325000000000003,54151.5,25.0
Matagorda County,20.369999999999997,59117.0,30.0
Matanuska-Susitna Borough,11.983333333333334,85539.25,29.166666666666668
Mathews County,10.8,74974.0,0.0
Maui County,10.264705882352942,85205.55882352941,8.823529411764707
Maury County,12.294117647058824,64716.0,23.52941176470588
Maverick County,26.655555555555555,42852.77777777778,55.55555555555556
Mayes County,17.700000000000003,56735.0,11.11111111111111
McClain County,10.516666666666667,70019.33333333333,0.0
McCone County,7.7,59450.0,0.0
McCook County,9.399999999999999,73672.0,0.0
McCormick County,17.833333333333332,53983.333333333336,0.0
McCracken County,19.599999999999998,58955.05882352941,35.294117647058826
McCreary County,34.125,33941.75,0.0
McCulloch County,13.666666666666666,56149.666666666664,33.33333333333333
McCurtain County,22.8125,44260.5,62.5
McDonald County,19.5,47475.0,25.0
McDonough County,27.15,69948.22222222222,50.0
McDowell County,24.616666666666664,42995.5,0.0
McDuffie County,22.5,52243.2,0.0
McHenry County,7.359259259259259,96660.98148148147,3.7037037037037033
McIntosh County,19.39,54032.7,50.0
McKean County,17.208333333333332,57292.666666666664,0.0
McKenzie County,17.575,85790.25,25.0
McKinley County,36.51176470588236,41008.41176470588,58.82352941176471
McLean County,17.058695652173913,82157.2,17.391304347826086
McLennan County,20.580392156862743,58724.12244897959,31.372549019607842
McLeod County,8.514285714285714,76861.0,28.57142857142857
McMinn County,19.64,52394.0,20.0
McMullen County,12.8,72750.0,0.0
McNairy County,20.37142857142857,47108.142857142855,14.285714285714285
McPherson County,11.0,70126.77777777778,0.0
Meade County,10.673333333333334,67379.35714285714,13.333333333333334
Meagher County,15.0,50750.0,100.0
